"ActionRequiredByDateTime","Attachments","AttachmentsArchive","Body","Category","Details","EndDateTime","HasAttachments","Id","IsMajorChange","LastModifiedDateTime","Services","Severity","StartDateTime","Tags","Title","ViewPoint","AdditionalProperties"
,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphItemBody","stayInformed","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphKeyValuePair[]","4/29/2024 7:00:00 AM","False","MC704958","False","3/2/2024 12:18:49 AM","System.String[]","normal","1/8/2024 11:48:53 PM","System.String[]","(Updated) Meeting ""Recording and Transcription"" tab will be replaced by ""Recap"" tab","Microsoft.Graph.PowerShell.Models.MicrosoftGraphServiceUpdateMessageViewpoint","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphItemBody","stayInformed","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphKeyValuePair[]","4/1/2024 8:00:00 AM","False","MC687791","False","3/2/2024 12:16:20 AM","System.String[]","normal","11/6/2023 6:49:56 PM","System.String[]","(Updated) Custom Backgrounds for Announcement Posts in Channels","Microsoft.Graph.PowerShell.Models.MicrosoftGraphServiceUpdateMessageViewpoint","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphItemBody","stayInformed","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphKeyValuePair[]","4/1/2024 7:00:00 AM","False","MC680348","False","3/2/2024 12:14:28 AM","System.String[]","normal","10/10/2023 12:10:40 AM","System.String[]","(Updated) Custom Backgrounds for Announcement Posts in Channels","Microsoft.Graph.PowerShell.Models.MicrosoftGraphServiceUpdateMessageViewpoint","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphItemBody","stayInformed","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphKeyValuePair[]","4/29/2024 7:00:00 AM","False","MC715426","False","3/2/2024 12:10:26 AM","System.String[]","normal","2/13/2024 1:25:05 AM","System.String[]","(Updated) Introducing the New Teams Telephony Admin Role in Teams Admin Center & TPM","Microsoft.Graph.PowerShell.Models.MicrosoftGraphServiceUpdateMessageViewpoint","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphItemBody","stayInformed","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphKeyValuePair[]","9/30/2024 8:00:00 AM","False","MC686281","False","3/2/2024 12:01:18 AM","System.String[]","normal","10/31/2023 10:24:21 PM","System.String[]","(Updated) New Gallery in Teams Meetings","Microsoft.Graph.PowerShell.Models.MicrosoftGraphServiceUpdateMessageViewpoint","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphItemBody","stayInformed","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphKeyValuePair[]","4/29/2024 8:00:00 AM","False","MC690603","False","3/1/2024 11:56:48 PM","System.String[]","normal","11/17/2023 12:28:49 AM","System.String[]","(Updated) Microsoft Defender: User experience update to evidence","Microsoft.Graph.PowerShell.Models.MicrosoftGraphServiceUpdateMessageViewpoint","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphItemBody","stayInformed","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphKeyValuePair[]","8/25/2025 8:00:00 AM","False","MC679739","False","3/1/2024 11:55:15 PM","System.String[]","normal","10/7/2023 2:18:01 AM","System.String[]","(Updated) Yammer Rebranding to Viva Engage Domain Migration Update","Microsoft.Graph.PowerShell.Models.MicrosoftGraphServiceUpdateMessageViewpoint","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphItemBody","stayInformed","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphKeyValuePair[]","6/30/2024 7:00:00 AM","False","MC707653","False","3/1/2024 11:52:55 PM","System.String[]","normal","1/17/2024 12:29:59 AM","System.String[]","(Updated) Microsoft Purview Insider Risk Management: Public preview of progressive alert scoring","Microsoft.Graph.PowerShell.Models.MicrosoftGraphServiceUpdateMessageViewpoint","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphItemBody","stayInformed","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphKeyValuePair[]","7/29/2024 8:00:00 AM","False","MC681242","False","3/1/2024 11:34:25 PM","System.String[]","normal","10/13/2023 10:42:14 PM","System.String[]","(Updated) Microsoft Purview – General availability of Power Automate integration with records management","Microsoft.Graph.PowerShell.Models.MicrosoftGraphServiceUpdateMessageViewpoint","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphItemBody","stayInformed","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphKeyValuePair[]","4/22/2024 7:00:00 AM","False","MC515536","False","3/1/2024 11:29:06 PM","System.String[]","normal","2/15/2023 3:46:03 AM","System.String[]","(Updated) Microsoft Purview | Data Lifecycle Management and Records Management – Microsoft Graph APIs for extensibility","Microsoft.Graph.PowerShell.Models.MicrosoftGraphServiceUpdateMessageViewpoint","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphItemBody","stayInformed","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphKeyValuePair[]","5/6/2024 8:00:00 AM","False","MC697808","False","3/1/2024 11:27:44 PM","System.String[]","normal","12/13/2023 12:33:28 AM","System.String[]","(Updated) Promote channel creation","Microsoft.Graph.PowerShell.Models.MicrosoftGraphServiceUpdateMessageViewpoint","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphItemBody","stayInformed","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphKeyValuePair[]","5/27/2024 8:00:00 AM","False","MC679735","False","3/1/2024 11:25:56 PM","System.String[]","normal","10/7/2023 2:14:24 AM","System.String[]","(Updated) Microsoft Purview: Audit Search Graph API (Preview)","Microsoft.Graph.PowerShell.Models.MicrosoftGraphServiceUpdateMessageViewpoint","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphItemBody","stayInformed","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphKeyValuePair[]","9/2/2024 7:00:00 AM","False","MC692467","False","3/1/2024 11:23:49 PM","System.String[]","normal","11/22/2023 6:37:17 AM","System.String[]","(Updated) Microsoft 365 admin center: Usage reports - Overview page redesign","Microsoft.Graph.PowerShell.Models.MicrosoftGraphServiceUpdateMessageViewpoint","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphItemBody","stayInformed","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphKeyValuePair[]","7/1/2024 7:00:00 AM","False","MC711337","False","3/1/2024 11:19:52 PM","System.String[]","normal","1/30/2024 11:52:02 PM","System.String[]","(Updated) Microsoft Defender XDR for Office 365: Streamlined false positive submissions for quarantined files","Microsoft.Graph.PowerShell.Models.MicrosoftGraphServiceUpdateMessageViewpoint","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphItemBody","stayInformed","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphKeyValuePair[]","7/1/2024 7:00:00 AM","False","MC711335","False","3/1/2024 11:14:04 PM","System.String[]","normal","1/30/2024 11:50:23 PM","System.String[]","(Updated) Microsoft Defender for Office 365: Quarantine End User Allow and Block list management","Microsoft.Graph.PowerShell.Models.MicrosoftGraphServiceUpdateMessageViewpoint","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphItemBody","stayInformed","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphKeyValuePair[]","9/2/2024 7:00:00 AM","False","MC560724","False","3/1/2024 11:07:15 PM","System.String[]","normal","5/24/2023 11:05:40 PM","System.String[]","(Updated) Text Predictions for OneNote on Windows","Microsoft.Graph.PowerShell.Models.MicrosoftGraphServiceUpdateMessageViewpoint","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphItemBody","stayInformed","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphKeyValuePair[]","6/17/2024 7:00:00 AM","False","MC721853","False","3/1/2024 6:44:17 PM","System.String[]","normal","3/1/2024 3:07:06 AM","System.String[]","Microsoft SharePoint Online: New feedback button","Microsoft.Graph.PowerShell.Models.MicrosoftGraphServiceUpdateMessageViewpoint","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphItemBody","stayInformed","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphKeyValuePair[]","5/3/2024 7:00:00 AM","False","MC721849","False","3/1/2024 3:05:39 AM","System.String[]","normal","3/1/2024 3:05:22 AM","System.String[]","Microsoft Viva Insights: We are pausing the Digest email","Microsoft.Graph.PowerShell.Models.MicrosoftGraphServiceUpdateMessageViewpoint","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphItemBody","planForChange","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphKeyValuePair[]","4/5/2024 7:00:00 AM","False","MC720777","False","2/29/2024 8:43:09 PM","System.String[]","normal","2/28/2024 11:44:43 PM","System.String[]","Microsoft Exchange Online: Release of View Another Mailbox feature in the new Exchange admin center (EAC)","Microsoft.Graph.PowerShell.Models.MicrosoftGraphServiceUpdateMessageViewpoint","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphItemBody","stayInformed","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphKeyValuePair[]","3/14/2024 12:16:07 AM","False","MC721011","False","2/29/2024 12:16:08 AM","System.String[]","normal","2/29/2024 12:16:07 AM","System.String[]","Updates available for Microsoft 365 Apps for Current Channel","Microsoft.Graph.PowerShell.Models.MicrosoftGraphServiceUpdateMessageViewpoint","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphItemBody","stayInformed","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphKeyValuePair[]","7/29/2024 7:00:00 AM","False","MC694650","False","2/29/2024 12:13:26 AM","System.String[]","normal","12/1/2023 12:59:08 AM","System.String[]","(Updated) Communication Compliance - Empower end users to report inappropriate posts and comments in Viva Engage","Microsoft.Graph.PowerShell.Models.MicrosoftGraphServiceUpdateMessageViewpoint","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphItemBody","stayInformed","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphKeyValuePair[]","3/7/2024 8:00:00 AM","False","MC720780","False","2/28/2024 11:50:22 PM","System.String[]","normal","2/28/2024 11:49:30 PM","System.String[]","New themes in the new Microsoft Outlook for Windows and web","Microsoft.Graph.PowerShell.Models.MicrosoftGraphServiceUpdateMessageViewpoint","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphItemBody","stayInformed","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphKeyValuePair[]","6/30/2024 7:00:00 AM","False","MC720778","False","2/28/2024 11:49:14 PM","System.String[]","normal","2/28/2024 11:48:18 PM","System.String[]","Microsoft Purview: Audit Search with Microsoft Graph API","Microsoft.Graph.PowerShell.Models.MicrosoftGraphServiceUpdateMessageViewpoint","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphItemBody","planForChange","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphKeyValuePair[]","11/30/2024 8:00:00 AM","False","MC720773","False","2/28/2024 11:41:21 PM","System.String[]","normal","2/28/2024 11:41:04 PM","System.String[]","Reminder: Stream (Classic) retires on April 15, 2024, and all unmigrated videos will be deleted","Microsoft.Graph.PowerShell.Models.MicrosoftGraphServiceUpdateMessageViewpoint","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphItemBody","planForChange","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphKeyValuePair[]","5/6/2024 7:00:00 AM","False","MC720763","True","2/28/2024 11:39:43 PM","System.String[]","normal","2/28/2024 11:39:26 PM","System.String[]","European Digital Markets Act (DMA) Impact on LinkedIn in Microsoft 365 profile card experiences","Microsoft.Graph.PowerShell.Models.MicrosoftGraphServiceUpdateMessageViewpoint","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphItemBody","planForChange","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphKeyValuePair[]","5/5/2025 7:00:00 AM","False","MC720181","True","2/28/2024 12:17:48 AM","System.String[]","normal","2/28/2024 12:17:24 AM","System.String[]","Update to Get-CsOnlineUser and Get-CsUserPolicyAssignment cmdlet in the Teams PowerShell Module","Microsoft.Graph.PowerShell.Models.MicrosoftGraphServiceUpdateMessageViewpoint","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphItemBody","stayInformed","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphKeyValuePair[]","6/1/2024 7:00:00 AM","False","MC720179","False","2/28/2024 12:10:29 AM","System.String[]","normal","2/28/2024 12:10:01 AM","System.String[]","Open Teams app content in multi-window stageview","Microsoft.Graph.PowerShell.Models.MicrosoftGraphServiceUpdateMessageViewpoint","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphItemBody","stayInformed","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphKeyValuePair[]","7/5/2024 7:00:00 AM","False","MC720178","False","2/28/2024 12:09:41 AM","System.String[]","normal","2/28/2024 12:09:16 AM","System.String[]","Microsoft Purview | Data Loss Prevention for endpoints: Restrict unintentional sharing (macOS)","Microsoft.Graph.PowerShell.Models.MicrosoftGraphServiceUpdateMessageViewpoint","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphItemBody","stayInformed","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphKeyValuePair[]","5/20/2024 7:00:00 AM","False","MC720021","False","2/27/2024 7:59:25 PM","System.String[]","normal","2/27/2024 7:58:00 PM","System.String[]","New Microsoft Outlook for Windows and Web: Conditional Formatting","Microsoft.Graph.PowerShell.Models.MicrosoftGraphServiceUpdateMessageViewpoint","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphItemBody","stayInformed","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphKeyValuePair[]","4/22/2024 8:00:00 AM","False","MC695487","False","2/27/2024 7:24:08 PM","System.String[]","normal","12/4/2023 11:40:45 PM","System.String[]","(Updated) Contact Unification across Outlook and Teams","Microsoft.Graph.PowerShell.Models.MicrosoftGraphServiceUpdateMessageViewpoint","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphItemBody","stayInformed","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphKeyValuePair[]","4/29/2024 7:00:00 AM","False","MC719660","False","2/27/2024 12:29:51 AM","System.String[]","normal","2/27/2024 12:29:15 AM","System.String[]","Microsoft Defender for Office 365: Copy simulation action in Attack simulation training","Microsoft.Graph.PowerShell.Models.MicrosoftGraphServiceUpdateMessageViewpoint","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphItemBody","planForChange","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphKeyValuePair[]","8/2/2024 7:00:00 AM","False","MC719659","False","2/27/2024 12:29:07 AM","System.String[]","normal","2/27/2024 12:27:55 AM","System.String[]","Microsoft Teams: Access work, school, and personal accounts in a single desktop app","Microsoft.Graph.PowerShell.Models.MicrosoftGraphServiceUpdateMessageViewpoint","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphItemBody","planForChange","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphKeyValuePair[]","4/22/2024 7:00:00 AM","False","MC719657","False","2/27/2024 12:27:38 AM","System.String[]","normal","2/27/2024 12:27:31 AM","System.String[]","Minimum iOS version requirement for To Do app","Microsoft.Graph.PowerShell.Models.MicrosoftGraphServiceUpdateMessageViewpoint","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphItemBody","stayInformed","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphKeyValuePair[]","4/26/2024 7:00:00 AM","False","MC719655","False","2/27/2024 12:26:35 AM","System.String[]","normal","2/27/2024 12:26:22 AM","System.String[]","Microsoft Teams admin center (TAC): Search now supports resource accounts","Microsoft.Graph.PowerShell.Models.MicrosoftGraphServiceUpdateMessageViewpoint","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphItemBody","stayInformed","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphKeyValuePair[]","5/31/2024 7:00:00 AM","False","MC719654","False","2/27/2024 12:25:45 AM","System.String[]","normal","2/27/2024 12:25:10 AM","System.String[]","Microsoft Purview | Compliance portal: Communication Compliance – Creating custom tags in policies","Microsoft.Graph.PowerShell.Models.MicrosoftGraphServiceUpdateMessageViewpoint","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphItemBody","stayInformed","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphKeyValuePair[]","7/1/2024 7:00:00 AM","False","MC719648","False","2/27/2024 12:15:59 AM","System.String[]","normal","2/27/2024 12:15:49 AM","System.String[]","Microsoft Defender for Endpoint: Major change to Endpoint Attack Notifications","Microsoft.Graph.PowerShell.Models.MicrosoftGraphServiceUpdateMessageViewpoint","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphItemBody","stayInformed","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphKeyValuePair[]","4/30/2024 7:00:00 AM","False","MC682306","False","2/26/2024 3:52:47 AM","System.String[]","normal","10/18/2023 11:39:50 PM","System.String[]","(Updated) Microsoft Viva: Refreshed Landing Experience for Viva Connections Desktop","Microsoft.Graph.PowerShell.Models.MicrosoftGraphServiceUpdateMessageViewpoint","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphItemBody","stayInformed","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphKeyValuePair[]","5/3/2024 7:00:00 AM","False","MC718244","False","2/26/2024 3:30:40 AM","System.String[]","normal","2/21/2024 11:44:20 PM","System.String[]","(Updated) Microsoft Teams: Use Apple AirPods to mute/unmute yourself","Microsoft.Graph.PowerShell.Models.MicrosoftGraphServiceUpdateMessageViewpoint","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphItemBody","stayInformed","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphKeyValuePair[]","5/6/2024 8:00:00 AM","False","MC690925","False","2/26/2024 3:27:08 AM","System.String[]","normal","11/17/2023 11:30:07 PM","System.String[]","(Updated) SharePoint eSignature electronic signature service","Microsoft.Graph.PowerShell.Models.MicrosoftGraphServiceUpdateMessageViewpoint","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
,,,"Microsoft.Graph.PowerShell.Models.MicrosoftGraphItemBody","stayInformed","Microsoft.Graph.PowerShell.Models.IMicrosoftGraphKeyValuePair[]","4/22/2024 7:00:00 AM","False","MC554158","False","2/26/2024 3:21:32 AM","System.String[]","normal","5/12/2023 5:47:10 PM","System.String[]","(Updated) A new experience to search within chat and channels.","Microsoft.Graph.PowerShell.Models.MicrosoftGraphServiceUpdateMessageViewpoint","System.Collections.Generic.Dictionary`2[System.String,System.Object]"
